2020-12-18 16:08:02,530 'p'
2020-12-18 16:08:02,626 'o'
2020-12-18 16:08:02,723 'k'
2020-12-18 16:08:03,085 'e'
2020-12-18 16:08:03,207 'm'
2020-12-18 16:08:03,279 'o'
2020-12-18 16:08:03,345 'n'
2020-12-18 16:08:04,274 Key.backspace
2020-12-18 16:08:04,451 Key.backspace
2020-12-18 16:08:04,620 Key.backspace
2020-12-18 16:08:04,771 Key.backspace
2020-12-18 16:08:04,953 Key.backspace
2020-12-18 16:08:05,145 Key.backspace
2020-12-18 16:08:05,475 Key.backspace
2020-12-18 16:09:00,186 Key.ctrl_l
2020-12-18 16:09:00,434 '\x03'
2020-12-18 16:09:04,236 Key.enter
2020-12-18 16:09:04,359 Key.ctrl_l
2020-12-18 16:09:04,482 '\x16'
2020-12-18 16:09:44,347 Key.ctrl_l
2020-12-18 16:09:44,836 Key.ctrl_l
2020-12-18 16:09:44,864 Key.ctrl_l
2020-12-18 16:09:44,893 Key.ctrl_l
2020-12-18 16:09:44,926 Key.ctrl_l
2020-12-18 16:09:44,956 Key.ctrl_l
2020-12-18 16:09:44,989 Key.ctrl_l
2020-12-18 16:09:45,020 Key.ctrl_l
2020-12-18 16:09:45,052 Key.ctrl_l
2020-12-18 16:09:45,080 Key.ctrl_l
2020-12-18 16:09:45,113 Key.ctrl_l
2020-12-18 16:09:45,145 Key.ctrl_l
2020-12-18 16:09:45,185 Key.ctrl_l
2020-12-18 16:09:45,218 Key.ctrl_l
2020-12-18 16:09:45,250 Key.ctrl_l
2020-12-18 16:09:45,278 Key.ctrl_l
2020-12-18 16:09:45,312 Key.ctrl_l
2020-12-18 16:09:45,340 Key.ctrl_l
2020-12-18 16:09:45,375 Key.ctrl_l
2020-12-18 16:09:45,404 Key.ctrl_l
2020-12-18 16:09:45,438 Key.ctrl_l
2020-12-18 16:09:45,465 Key.ctrl_l
2020-12-18 16:09:45,491 Key.ctrl_l
2020-12-18 16:09:45,522 Key.ctrl_l
2020-12-18 16:09:45,556 Key.ctrl_l
2020-12-18 16:09:45,584 Key.ctrl_l
2020-12-18 16:09:45,617 Key.ctrl_l
2020-12-18 16:09:45,646 Key.ctrl_l
2020-12-18 16:09:45,681 Key.ctrl_l
2020-12-18 16:09:45,708 Key.ctrl_l
2020-12-18 16:09:45,743 Key.ctrl_l
2020-12-18 16:09:45,770 Key.ctrl_l
2020-12-18 16:09:45,800 Key.ctrl_l
2020-12-18 16:09:45,829 Key.ctrl_l
2020-12-18 16:09:45,858 Key.ctrl_l
2020-12-18 16:09:45,892 Key.ctrl_l
2020-12-18 16:09:45,926 Key.ctrl_l
2020-12-18 16:09:45,954 Key.ctrl_l
2020-12-18 16:09:45,985 Key.ctrl_l
2020-12-18 16:09:46,017 Key.ctrl_l
2020-12-18 16:09:46,050 Key.ctrl_l
2020-12-18 16:09:46,079 Key.ctrl_l
2020-12-18 16:09:46,112 Key.ctrl_l
2020-12-18 16:09:46,156 Key.ctrl_l
2020-12-18 16:09:46,165 '\x03'
2020-12-18 16:09:51,101 Key.space
2020-12-18 16:09:51,405 '+'
2020-12-18 16:09:51,533 Key.space
2020-12-18 16:09:51,840 Key.ctrl_l
2020-12-18 16:09:52,330 Key.ctrl_l
2020-12-18 16:09:52,339 '\x16'
2020-12-18 16:10:28,486 Key.space
2020-12-18 16:10:28,867 '+'
2020-12-18 16:10:29,020 Key.space
2020-12-18 16:10:30,830 '"'
2020-12-18 16:10:31,224 't'
2020-12-18 16:10:31,668 <110>
2020-12-18 16:10:32,397 Key.backspace
2020-12-18 16:10:32,705 'x'
2020-12-18 16:10:32,942 't'
2020-12-18 16:10:33,542 Key.left
2020-12-18 16:10:33,720 Key.left
2020-12-18 16:10:33,917 Key.left
2020-12-18 16:10:34,578 <110>
2020-12-18 16:10:35,237 Key.left
2020-12-18 16:10:35,609 Key.backspace
2020-12-18 16:10:35,897 '"'
2020-12-18 16:10:36,136 Key.right
2020-12-18 16:10:36,290 Key.right
2020-12-18 16:10:36,459 Key.right
2020-12-18 16:10:36,661 Key.right
2020-12-18 16:10:37,073 '"'
2020-12-18 16:10:39,129 '='
2020-12-18 16:10:39,608 Key.backspace
2020-12-18 16:10:39,783 Key.backspace
2020-12-18 16:10:39,932 Key.backspace
2020-12-18 16:10:40,137 Key.backspace
2020-12-18 16:10:40,396 Key.backspace
2020-12-18 16:12:44,683 'p'
2020-12-18 16:12:44,760 'o'
2020-12-18 16:12:44,856 'k'
2020-12-18 16:12:45,018 'e'
2020-12-18 16:12:46,355 'k'
2020-12-18 16:12:46,499 'e'
2020-12-18 16:12:46,566 'm'
2020-12-18 16:12:46,644 'o'
2020-12-18 16:12:46,684 'e'
2020-12-18 16:12:46,739 'n'
2020-12-18 16:12:46,905 'n'
2020-12-18 16:13:40,396 'p'
2020-12-18 16:13:40,423 'z'
2020-12-18 16:13:40,434 'o'
2020-12-18 16:13:40,541 'n'
