2020-12-18 17:14:13,769 Key.ctrl_l
2020-12-18 17:14:14,257 Key.ctrl_l
2020-12-18 17:14:14,291 Key.ctrl_l
2020-12-18 17:14:14,321 Key.ctrl_l
2020-12-18 17:14:14,354 Key.ctrl_l
2020-12-18 17:14:14,383 Key.ctrl_l
2020-12-18 17:14:14,417 Key.ctrl_l
2020-12-18 17:14:14,445 Key.ctrl_l
2020-12-18 17:14:14,478 Key.ctrl_l
2020-12-18 17:14:14,513 Key.ctrl_l
2020-12-18 17:14:14,541 Key.ctrl_l
2020-12-18 17:14:14,570 Key.ctrl_l
2020-12-18 17:14:14,604 Key.ctrl_l
2020-12-18 17:14:14,638 Key.ctrl_l
2020-12-18 17:14:14,667 Key.ctrl_l
2020-12-18 17:14:14,700 Key.ctrl_l
2020-12-18 17:14:14,739 Key.ctrl_l
2020-12-18 17:14:14,762 Key.ctrl_l
2020-12-18 17:14:14,791 Key.ctrl_l
2020-12-18 17:14:14,821 Key.ctrl_l
2020-12-18 17:14:14,840 '\x18'
2020-12-18 17:14:28,105 Key.shift_r
2020-12-18 17:14:28,287 'S'
2020-12-18 17:14:28,504 'e'
2020-12-18 17:14:28,744 'n'
2020-12-18 17:14:29,453 Key.backspace
2020-12-18 17:14:29,611 Key.backspace
2020-12-18 17:14:29,725 'c'
2020-12-18 17:14:30,025 'r'
2020-12-18 17:14:30,136 'e'
2020-12-18 17:14:30,857 'e'
2020-12-18 17:14:31,557 'n'
2020-12-18 17:14:31,704 'e'
2020-12-18 17:14:31,847 'y'
2020-12-18 17:14:34,822 Key.alt_l
2020-12-18 17:14:35,101 <103>
2020-12-18 17:14:35,360 Key.space
2020-12-18 17:14:37,771 Key.ctrl_l
2020-12-18 17:14:38,262 Key.ctrl_l
2020-12-18 17:14:38,296 Key.ctrl_l
2020-12-18 17:14:38,324 Key.ctrl_l
2020-12-18 17:14:38,353 Key.ctrl_l
2020-12-18 17:14:38,387 Key.ctrl_l
2020-12-18 17:14:38,415 Key.ctrl_l
2020-12-18 17:14:38,449 Key.ctrl_l
2020-12-18 17:14:38,479 Key.ctrl_l
2020-12-18 17:14:38,512 Key.ctrl_l
2020-12-18 17:14:38,545 Key.ctrl_l
2020-12-18 17:14:38,574 Key.ctrl_l
2020-12-18 17:14:38,603 Key.ctrl_l
2020-12-18 17:14:38,637 Key.ctrl_l
2020-12-18 17:14:38,665 Key.ctrl_l
2020-12-18 17:14:38,699 Key.ctrl_l
2020-12-18 17:14:38,728 Key.ctrl_l
2020-12-18 17:14:38,762 Key.ctrl_l
2020-12-18 17:14:38,796 Key.ctrl_l
2020-12-18 17:14:38,824 Key.ctrl_l
2020-12-18 17:14:38,853 Key.ctrl_l
2020-12-18 17:14:38,887 Key.ctrl_l
2020-12-18 17:14:38,921 Key.ctrl_l
2020-12-18 17:14:38,950 Key.ctrl_l
2020-12-18 17:14:38,979 Key.ctrl_l
2020-12-18 17:14:39,012 Key.ctrl_l
2020-12-18 17:14:39,040 Key.ctrl_l
2020-12-18 17:14:39,074 Key.ctrl_l
2020-12-18 17:14:43,508 Key.alt_l
2020-12-18 17:14:43,829 <103>
2020-12-18 17:14:44,148 Key.space
2020-12-18 17:14:47,005 Key.shift_r
2020-12-18 17:14:47,446 'N'
2020-12-18 17:14:48,059 Key.backspace
2020-12-18 17:14:51,390 Key.shift_r
2020-12-18 17:14:51,745 'K'
2020-12-18 17:14:51,943 'e'
2020-12-18 17:14:52,317 'y'
2020-12-18 17:14:53,177 Key.shift_r
2020-12-18 17:14:53,259 'L'
2020-12-18 17:14:53,453 'o'
2020-12-18 17:14:53,563 'g'
2020-12-18 17:14:53,693 'g'
2020-12-18 17:14:53,842 'e'
2020-12-18 17:14:53,947 'r'
2020-12-18 17:14:54,002 Key.space
2020-12-18 17:14:54,169 Key.shift_r
2020-12-18 17:14:54,242 'M'
2020-12-18 17:14:54,514 'l'
2020-12-18 17:14:54,622 'a'
2020-12-18 17:14:54,666 'm'
2020-12-18 17:14:54,754 'a'
2020-12-18 17:14:54,852 'l'
2020-12-18 17:14:54,996 'i'
2020-12-18 17:14:59,029 Key.ctrl_l
2020-12-18 17:14:59,519 Key.ctrl_l
2020-12-18 17:14:59,552 Key.ctrl_l
2020-12-18 17:14:59,582 Key.ctrl_l
2020-12-18 17:14:59,616 Key.ctrl_l
2020-12-18 17:14:59,644 Key.ctrl_l
2020-12-18 17:14:59,678 Key.ctrl_l
2020-12-18 17:14:59,707 Key.ctrl_l
2020-12-18 17:14:59,735 Key.ctrl_l
2020-12-18 17:14:59,770 Key.ctrl_l
2020-12-18 17:14:59,803 Key.ctrl_l
2020-12-18 17:15:08,086 Key.ctrl_l
2020-12-18 17:15:08,574 Key.ctrl_l
2020-12-18 17:15:08,603 Key.ctrl_l
2020-12-18 17:15:08,633 Key.ctrl_l
2020-12-18 17:15:08,666 Key.ctrl_l
2020-12-18 17:15:08,695 Key.ctrl_l
2020-12-18 17:15:08,729 Key.ctrl_l
2020-12-18 17:15:08,757 Key.ctrl_l
2020-12-18 17:15:08,791 Key.ctrl_l
2020-12-18 17:15:08,819 Key.ctrl_l
2020-12-18 17:15:08,855 Key.ctrl_l
2020-12-18 17:15:08,883 Key.ctrl_l
2020-12-18 17:15:08,918 Key.ctrl_l
2020-12-18 17:15:08,944 Key.ctrl_l
2020-12-18 17:15:08,978 Key.ctrl_l
2020-12-18 17:15:09,012 Key.ctrl_l
2020-12-18 17:15:09,046 Key.ctrl_l
2020-12-18 17:15:09,065 '\x18'
